city,name,displayName,region,longitude,latitude,userRating
Palembang,Emilia Hotel By Amazing - Palembang,Emilia Hotel By Amazing - Palembang,"Bukit Kecil, Palembang",104.754011,-2.984709,4
Palembang,Luminor Hotel Palembang,Luminor Hotel Palembang,"Ilir Timur I, Palembang",104.75083529949188,-2.9718308968361846,4
Palembang,Opa Hotel Palembang,Opa Hotel Palembang,"Ilir Timur II, Palembang",104.75707710000006,-2.9597004,4
Palembang,Rid's Hotel Palembang,Rid's Hotel Palembang,"Alang-Alang Lebar, Palembang",104.69942015776608,-2.915003699128356,4
Palembang,Cordela Inn R. Sukamto Palembang,Cordela Inn R. Sukamto Palembang,"Ilir Timur II, Palembang",104.76158450000004,-2.9525827,4
Palembang,Sintesa Peninsula Hotel Palembang,Sintesa Peninsula Hotel Palembang,"Ilir Timur II, Palembang",104.783859,-2.950862,4
Palembang,Hotel Harvani,Hotel Harvani,"Ilir Timur II, Palembang",104.76972209999995,-2.970807,4
Palembang,Barong Hotel,Barong Hotel,"Ilir Barat I, Palembang",104.74192,-2.976138,4
Palembang,OYO 142 Hotel Al Furqon Syariah,OYO 142 Hotel Al Furqon Syariah,"Ilir Timur II, Palembang",104.75682535115186,-2.9521481915661973,4
Palembang,The Emerald Inn,The Emerald Inn,"Ilir Barat I, Palembang",104.73719604209371,-2.9756027709493886,4
Palembang,Denata B&B,Denata B&B,"Ilir Timur I, Palembang",104.75658492179718,-2.971736699279921,4
Palembang,Cemerlang Inn,Cemerlang Inn,"Ilir Timur I, Palembang",104.75669552670388,-2.9739496832777075,4
Palembang,Alpha Family Kostel,Alpha Family Kostel,"Ilir Timur II, Palembang",104.76202519999993,-2.9523709,4
Palembang,Homestay 82 Syariah Palembang,Homestay 82 Syariah Palembang,"Ilir Timur II, Palembang",104.76035177707672,-2.9625789673696983,4
Palembang,U_xpress Hotel,U_xpress Hotel,"Ilir Timur I, Palembang",104.76041695581966,-2.9835561249437097,4
Palembang,Hotel Alam Sutra,Hotel Alam Sutra,"Sukarame, Palembang",104.731482,-2.944831,4
Palembang,OYO 3431 Alpha Hotel Syariah,OYO 3431 Alpha Hotel Syariah,"Sukarame, Palembang",104.69919048651704,-2.9086337885032307,4
Palembang,Circle One,Circle One,"Ilir Timur I, Palembang",104.76274398216763,-2.9809852989955057,4
Palembang,Desilva Bandara,Desilva Bandara,"Sukarame, Palembang",104.71402734518053,-2.9168753418862003,4
Palembang,OYO 1389 Hotel Carissima,OYO 1389 Hotel Carissima,"Ilir Timur I, Palembang",104.74936504662708,-2.975123874142169,4
Palembang,OYO 90226 Penginapan Sederhana Syariah,OYO 90226 Penginapan Sederhana Syariah,"Ilir Timur II, Palembang",104.7507789,-2.9538829,4
Palembang,roriz house palembang,roriz house palembang,"Sukarame, Palembang",104.7333664300148,-2.9451823104097223,5
Palembang,Wisma Cendana Syariah,Wisma Cendana Syariah,"Ilir Timur II, Palembang",104.74876329302788,-2.946830980070628,4
Palembang,Collection O 90428 Remington Hotel,Collection O 90428 Remington Hotel,"Ilir Timur II, Palembang",104.776883,-2.9693089,4
Palembang,D'Paragon Dwikora,D'Paragon Dwikora,"Ilir Barat I, Palembang",104.74145870000008,-2.9718874,4
Palembang,OYO 1868 Penginapan Sekip,OYO 1868 Penginapan Sekip,"Ilir Timur II, Palembang",104.7518904,-2.9696145,4
Palembang,OYO 2177 Trikora Indah Residence Palembang,OYO 2177 Trikora Indah Residence Palembang,"Ilir Barat I, Palembang",104.73967932484275,-2.9678487900333663,4
Palembang,OYO 91680 Hotel Mentari,OYO 91680 Hotel Mentari,"Sukarame, Palembang",104.7276898,-2.9370801,5
Palembang,Hotel Grand Putri Sriwijaya Syariah,Hotel Grand Putri Sriwijaya Syariah,"Plaju, Palembang",104.7892886631946,-3.029772592299245,4
Palembang,D'Paragon Trikora,D'Paragon Trikora,"Ilir Barat I, Palembang",104.73542709999992,-2.9677318,4
Palembang,OYO 90412 My Kost,OYO 90412 My Kost,"Ilir Timur I, Palembang",104.7506975,-2.9730339,4
Palembang,Green Guesthouse,Green Guesthouse,"Sukarame, Palembang",104.7080964,-2.9190729,4
Palembang,OYO 91160 Wisma Srijaya Syariah,OYO 91160 Wisma Srijaya Syariah,"Ilir Barat I, Palembang",104.72045123577118,-2.9622361034123825,4
Palembang,OYO 91805 Hotel Wisma Bari,OYO 91805 Hotel Wisma Bari,"Ilir Timur I, Palembang",104.7584975,-2.9824573,5
Bogor,Lorin Sentul Hotel,Lorin Sentul Hotel,"Sentul, Bogor",106.85598883068847,-6.5315578986993374,4
Bogor,ASTON Sentul Lake Resort & Conference Center,ASTON Sentul Lake Resort & Conference Center,"Sentul, Bogor",106.8824458134918,-6.587060849017382,4
Bogor,Grand Savero Hotel Bogor,Grand Savero Hotel Bogor,"Padjajaran, Bogor",106.804846,-6.596488,4
Bogor,Horison Ultima Bhuvana Ciawi,Horison Ultima Bhuvana Ciawi,"Ciawi, Bogor",106.85389770000006,-6.6611562,4
Bogor,ibis Styles Bogor Raya,ibis Styles Bogor Raya,"Bogor Raya, Bogor",106.837198,-6.604849,4
Bogor,Novotel Bogor Golf Resort & Convention Center,Novotel Bogor Golf Resort & Convention Center,"Bogor Raya, Bogor",106.836877,-6.604141,4
Bogor,R Hotel Rancamaya,R Hotel Rancamaya,"Bogor Selatan, Bogor",106.823043,-6.659211,4
Bogor,Padjadjaran Suites Resort & Convention Hotel,Padjadjaran Suites Resort & Convention Hotel,"Bogor Nirwana Residence, Bogor",106.786538,-6.640523,4
Bogor,Savero Style Bogor,Savero Style Bogor,"Padjajaran, Bogor",106.8045138,-6.5937674,4
Bogor,Arch Hotel Bogor,Arch Hotel Bogor,"Padjajaran, Bogor",106.807873,-6.578538,4
Bogor,Green Forest Bogor,Green Forest Bogor,"Bogor Selatan, Bogor",106.805998,-6.649556,4
Bogor,Padjadjaran Hotel,Padjadjaran Hotel,"Padjajaran, Bogor",106.806938946247,-6.57699136505589,4
Bogor,The Sahira Hotel ( Syariah Hotel ),The Sahira Hotel ( Syariah Hotel ),"Tanah Sareal, Bogor",106.79993838071825,-6.574910341703628,4
Bogor,Citrus-house,Citrus-house,"Bogor Timur, Bogor",106.81917470000008,-6.607841899999999,4
Bogor,Onih Hotel,Onih Hotel,"Juanda, Bogor",106.79454177618028,-6.601645898352122,4
Bogor,New Green Sentul Resort & Hotel,New Green Sentul Resort & Hotel,"Sentul, Bogor",106.86299140000006,-6.5367916,4
Bogor,Sahira Butik Hotel (Syariah Hotel),Sahira Butik Hotel Paledang,"Juanda, Bogor",106.794146,-6.600951,4
Bogor,Rizen Padjadjaran Hotel,Rizen Padjadjaran Hotel,"Pakuan, Bogor",106.808952,-6.603978,4
Bogor,The Village Resort Bogor By Waringin Hospitality,The Village Resort Bogor By Waringin Hospitality,"Caringin, Bogor",106.86060239384848,-6.713184773305533,4
Bogor,Pelindo Residence (Syariah),Pelindo Residence (Syariah),"Ciawi, Bogor",106.85562900000002,-6.655413999999999,4
Bogor,Light Box,Light Box,"Padjajaran, Bogor",106.80558941356124,-6.591992625667621,4
Bogor,Sahira Butik Pakuan (Syariah Hotel),Sahira Butik Pakuan (Syariah Hotel),"Pakuan, Bogor",106.81060690000004,-6.606828199999999,4
Bogor,Sienna Residence,Sienna Residence,"Ciomas, Bogor",106.7508688,-6.574108900000001,4
Bogor,Residence Tanjung Pakuan,Residence Tanjung Pakuan,"Bogor Tengah, Bogor",106.81424260139464,-6.597153658217978,4
Semarang,Po Hotel (FKA Crowne Plaza Semarang),Po Hotel (FKA Crowne Plaza Semarang),"Semarang Tengah, Semarang",110.41565709999998,-6.9786231,4
Semarang,Gumaya Tower Hotel Semarang,Gumaya Tower Hotel Semarang,"Semarang Tengah, Semarang",110.420059,-6.977311,4
Semarang,Amanda Hills Bandungan,Amanda Hills Bandungan,"Bandungan, Semarang",110.360637,-7.219995,4
Semarang,Hotel Ciputra Semarang managed by Swiss-Belhotel International,Hotel Ciputra Semarang managed by Swiss-Belhotel International,"Semarang Tengah, Semarang",110.423799,-6.988595,4
Semarang,Whiz Hotel Pemuda Semarang,Whiz Hotel Pemuda Semarang,"Semarang Tengah, Semarang",110.415086,-6.97778,4
Semarang,Grand Candi Hotel Semarang,Grand Candi Hotel Semarang,"Candisari, Semarang",110.422818,-7.016298,4
Semarang,HA-KA Simpang Lima Hotel Semarang,HA-KA Simpang Lima Hotel Semarang,"Semarang Tengah, Semarang",110.429122,-6.993303,4
Semarang,Horison Kota Lama Semarang,Horison Kota Lama Semarang,"Semarang Timur, Semarang",110.431358,-6.969023,4
Semarang,Golden City Hotel and Convention Center,Golden City Hotel and Convention Center,"Kota Lama, Semarang",110.430668,-6.967673,4
Semarang,The Azana Hotel Airport Semarang,The Azana Hotel Airport Semarang,"Semarang Barat, Semarang",110.38479559999996,-6.9850258,4
Semarang,Citrip Hotel Simpang Lima (FKA CityOne),Citrip Hotel Simpang Lima (FKA CityOne),"Semarang Tengah, Semarang",110.427384,-6.989578,4
Semarang,Hotel Citradream Semarang,Hotel Citradream Semarang,"Semarang Tengah, Semarang",110.410395,-6.981019,4
Semarang,Candiview Hotel Semarang,Candiview Hotel Semarang,"Gajahmungkur, Semarang",110.409583,-7.002187,4
Semarang,Hotel Dalu Semarang,Hotel Dalu Semarang,"Pedurungan, Semarang",110.45753002166748,-7.006575937467707,4
Semarang,Hotel Grasia,Hotel Grasia,"Gajahmungkur, Semarang",110.409617,-7.004583,4
Semarang,Hotel Pantes Candi Simpang Lima,Hotel Pantes Candi Simpang Lima,"Candisari, Semarang",110.4254407,-7.0097864,4
Semarang,Plaza Hotel Semarang,Plaza Hotel Semarang,"Banyumanik, Semarang",110.419879078865,-7.04765040503779,4
Yogyakarta,INNSIDE by Melia Yogyakarta,INNSIDE by Melia Yogyakarta,"Depok, Yogyakarta",110.4316149,-7.766981400000001,4
Yogyakarta,Melia Purosani Yogyakarta,Melia Purosani Yogyakarta,"Jalan Malioboro, Yogyakarta",110.368786,-7.797229,4
Yogyakarta,The Alana Hotel & Conference Center Malioboro Yogyakarta by ASTON,The Alana Hotel & Conference Center Malioboro Yogyakarta by ASTON,"Mantrijeron, Yogyakarta",110.36539,-7.81465,4
Yogyakarta,The Alana Yogyakarta Hotel & Convention Center,The Alana Yogyakarta Hotel & Convention Center,"Ngaglik, Yogyakarta",110.377259,-7.739352,4
Yogyakarta,Yogyakarta Marriott Hotel,Yogyakarta Marriott Hotel,"Depok, Yogyakarta",110.39822458369964,-7.761495867607936,4
Yogyakarta,Hyatt Regency Yogyakarta,Hyatt Regency Yogyakarta,"Ngaglik, Yogyakarta",110.373909473419,-7.74094043204933,4
Yogyakarta,Sheraton Mustika Yogyakarta Resort & Spa,Sheraton Mustika Yogyakarta Resort & Spa,"Depok, Yogyakarta",110.428075,-7.781744,4
Yogyakarta,ARTOTEL Suites Bianti Yogyakarta,ARTOTEL Suites Bianti Yogyakarta,"Gondokusuman, Yogyakarta",110.3818613,-7.7828827,4
Yogyakarta,Royal Ambarrukmo Yogyakarta,Royal Ambarrukmo Yogyakarta,"Depok, Yogyakarta",110.40316773016356,-7.782973251012492,4
Yogyakarta,Hotel Dafam Fortuna Seturan,Hotel Dafam Fortuna Seturan,"Seturan, Yogyakarta",110.410881,-7.76561,4
Yogyakarta,eL Hotel Royale Yogyakarta Malioboro,eL Hotel Royale Yogyakarta Malioboro,"Jalan Malioboro, Yogyakarta",110.36499779999995,-7.7937449,4
Yogyakarta,Grand Mercure Yogyakarta Adi Sucipto,Grand Mercure Yogyakarta Adi Sucipto,"Depok, Yogyakarta",110.392004,-7.783458,4
Yogyakarta,The Rich Jogja Hotel,The Rich Jogja Hotel,"Mlati, Yogyakarta",110.36108874603268,-7.752580999999978,4
Yogyakarta,Grand Diamond Hotel Yogyakarta,Grand Diamond Hotel Yogyakarta,"Depok, Yogyakarta",110.423852,-7.782487,4
Yogyakarta,Malyabhara Hotel,Malyabhara Hotel,"Jalan Malioboro, Yogyakarta",110.3661721,-7.7934831,4
Yogyakarta,Lafayette Boutique Hotel,Lafayette Boutique Hotel,"Depok, Yogyakarta",110.387459,-7.759281,4
Yogyakarta,Indoluxe Hotel Jogjakarta,Indoluxe Hotel Jogjakarta,"Ngaglik, Yogyakarta",110.371717,-7.750694,4
Yogyakarta,Next Hotel Yogyakarta,Next Hotel Yogyakarta,"Depok, Yogyakarta",110.418641,-7.780946799999998,4
Yogyakarta,favehotel Kusumanegara,favehotel Kusumanegara,"Umbulharjo, Yogyakarta",110.38823737116392,-7.801641892773746,4
Yogyakarta,Harper Malioboro Yogyakarta by ASTON,Harper Malioboro Yogyakarta by ASTON,"Jetis, Yogyakarta",110.367112,-7.784741,4
Yogyakarta,Prime Plaza Hotel Jogjakarta,Prime Plaza Hotel Jogjakarta,"Gejayan, Yogyakarta",110.389047861099,-7.77732899907829,4
Yogyakarta,Yellow Star Ambarukmo Hotel,Yellow Star Ambarukmo Hotel,"Depok, Yogyakarta",110.39758899999993,-7.783328000000002,4
Yogyakarta,Yellow Star Gejayan Hotel,Yellow Star Gejayan Hotel,"Gejayan, Yogyakarta",110.389811,-7.77139,4
Yogyakarta,The Jayakarta Yogyakarta Hotel & Spa,The Jayakarta Yogyakarta Hotel & Spa,"Depok, Yogyakarta",110.419667959213,-7.78345457624549,4
Yogyakarta,Grand Kangen Hotel Urip Sumoharjo Yogyakarta,Grand Kangen Hotel Urip Sumoharjo Yogyakarta,"Gondokusuman, Yogyakarta",110.3869588,-7.7831141,4
Yogyakarta,Patra Malioboro Hotel,Patra Malioboro Hotel,"Jalan Malioboro, Yogyakarta",110.3637213,-7.7917305,4
Yogyakarta,Grand Keisha Yogyakarta,Grand Keisha Yogyakarta,"Gejayan, Yogyakarta",110.3955307,-7.7592676,4
Yogyakarta,KJ Hotel Yogyakarta,KJ Hotel Yogyakarta,"Jalan Prawirotaman, Yogyakarta",110.36712925606685,-7.822790903967212,4
Yogyakarta,Abadi Hotel Malioboro Yogyakarta by Tritama Hospitality,Abadi Hotel Malioboro Yogyakarta by Tritama Hospitality,"Jalan Malioboro, Yogyakarta",110.363202,-7.790326,4
Yogyakarta,All Nite & Day Hotel Yogyakarta - Gejayan,All Nite & Day Hotel Yogyakarta - Gejayan,"Gondokusuman, Yogyakarta",110.3879623,-7.7802114,4
Yogyakarta,Grand Rohan Jogja,Grand Rohan Jogja,"Banguntapan, Yogyakarta",110.4051346,-7.7983109,4
Yogyakarta,The Manohara Hotel Yogyakarta,The Manohara Hotel Yogyakarta,"Gejayan, Yogyakarta",110.3890945,-7.7745054,4
Yogyakarta,ibis Yogyakarta Adi Sucipto,ibis Yogyakarta Adi Sucipto,"Depok, Yogyakarta",110.392004,-7.783458,4
Yogyakarta,Sagan Heritage Hotel,Sagan Heritage Hotel,"Gondokusuman, Yogyakarta",110.376335144043,-7.77997875213623,4
Yogyakarta,Aveon Hotel Yogyakarta by Daphna International,Aveon Hotel Yogyakarta by Daphna International,"Depok, Yogyakarta",110.42244237485149,-7.764005845725988,4
Yogyakarta,h Boutique Hotel Jogjakarta,h Boutique Hotel Jogjakarta,"Gondokusuman, Yogyakarta",110.3791264,-7.782771599,4
Yogyakarta,Grand Sarila Hotel Yogyakarta,Grand Sarila Hotel Yogyakarta,"Gejayan, Yogyakarta",110.39588570638443,-7.759019235289791,4
Yogyakarta,Student Castle Apartment HD,Student Castle Apartment HD,"Depok, Yogyakarta",110.40791000054412,-7.773638441955473,4
Yogyakarta,Horison Lynn Yogyakarta,Horison Lynn Yogyakarta,"Mantrijeron, Yogyakarta",110.366831,-7.82459,4
Yogyakarta,D'Salvatore Art & Boutique Hotel,D'Salvatore Art & Boutique Hotel,"Depok, Yogyakarta",110.425674,-7.783593,4
Solo,The Alana Hotel and Convention Center - Solo by ASTON,The Alana Hotel and Convention Center - Solo by ASTON,"Colomadu, Solo",110.7747,-7.5452,4
Solo,Swiss-Belhotel Solo,Swiss-Belhotel Solo,"Gilingan, Solo",110.822329,-7.553042,4
Solo,Syariah Hotel Solo,Syariah Hotel Solo,"Kartasura, Solo",110.765821,-7.544485,4
Solo,Grand Mercure Solo Baru,Grand Mercure Solo Baru,"Solo Baru, Solo",110.815348,-7.597278,4
Solo,POP! Hotel Solo,POP! Hotel Solo,"Purwosari, Solo",110.79884,-7.56289,4
Solo,favehotel Solo Baru,favehotel Solo Baru,"Solo Baru, Solo",110.81406917,-7.599578,4
Solo,favehotel Manahan - Solo,favehotel Manahan - Solo,"Kerten, Solo",110.79526869999997,-7.5519962,4
Solo,Al Azhar Azhima Hotel Resort & Convention,Al Azhar Azhima Hotel Resort & Convention,"Ngemplak, Solo",110.754826,-7.522577,4
Solo,MAHALAYA The Legacy Hotel,MAHALAYA The Legacy Hotel,"Setabelan, Solo",110.8242962,-7.561771100000001,5
Solo,Grand Orchid Hotel Solo,Grand Orchid Hotel Solo,"Timuran, Solo",110.81757,-7.567118,4
Solo,LOA Living Solo Baru,LOA Living Solo Baru,"Solo Baru, Solo",110.8154369,-7.601889100000002,4
Solo,The Amrani Syariah Hotel,The Amrani Syariah Hotel,"Kerten, Solo",110.789448,-7.560096,4
Solo,Hotel Tosan Solo Baru,Hotel Tosan Solo Baru,"Solo Baru, Solo",110.81222739999998,-7.606838900000001,4
Solo,Twin Star Hotel Solo,Twin Star Hotel Solo,"Kestalan, Solo",110.823377966881,-7.56013662728808,4
Solo,Diamond Hotel,Diamond Hotel,"Purwosari, Solo",110.803163,-7.563902,4
Solo,Fivecord Hotel Solo,Fivecord Hotel Solo,"Jebres, Solo",110.8431916,-7.559495099999999,4
Solo,The Margangsa Hotel,The Margangsa Hotel,"Sriwedari, Solo",110.81619877546314,-7.570850541649903,4
Solo,Indah Palace Solo,Indah Palace Solo,"Tipes, Solo",110.8092305,-7.5785695,4
Solo,Front One Cabin Slamet Riyadi,Front One Cabin Slamet Riyadi,"Kemlayan, Solo",110.823262,-7.570507,4
Solo,Assalaam Syariah Hotel Solo,Assalaam Syariah Hotel Solo,"Kartasura, Solo",110.769865,-7.5538,4
Solo,Hotel Bintang Solo,Hotel Bintang Solo,"Pucang Sawit, Solo",110.855065,-7.5644,4
Solo,Hotel Sahid Jaya Solo,Hotel Sahid Jaya Solo,"Ketelan, Solo",110.818992,-7.564168,4
Solo,Malioboro Inn Solo,Malioboro Inn Solo,"Laweyan, Solo",110.797315,-7.569887,4
Solo,Griya Surya Solo Guesthouse,Griya Surya Solo Guesthouse,"Solo Baru, Solo",110.816484,-7.593605,4
Solo,D'paragon Kerten,D'paragon Kerten,"Jajar, Solo",110.79241092034133,-7.552047576829574,4
Solo,Hotel Grand Setia Kawan,Hotel Grand Setia Kawan,"Manahan, Solo",110.815372,-7.549783,4
Solo,Luxury Inn Guest House,Luxury Inn Guest House,"Jajar, Solo",110.7849928,-7.5574122,4
Solo,Griya Tenera Syariah,Griya Tenera Syariah,"Tegalharjo, Solo",110.834282,-7.561916,4
Surabaya,Tunjungan Hotel Surabaya,Tunjungan Hotel Surabaya,"Tegalsari, Surabaya",112.740325927734,-7.26209017099095,4
Surabaya,Grand Darmo Suite by AMITHYA,Grand Darmo Suite by AMITHYA,"Wonokromo, Surabaya",112.7409882209015,-7.291799011074431,4
Surabaya,The Alana Surabaya,The Alana Surabaya,"Wonokromo, Surabaya",112.73163557,-7.31861569,4
Surabaya,Four Points by Sheraton Surabaya,Four Points by Sheraton Surabaya,"Tegalsari, Surabaya",112.73892,-7.261012,5
Surabaya,Midtown Residence Marvell City Surabaya,Midtown Residence Marvell City Surabaya,"Wonokromo, Surabaya",112.74541640000008,-7.2889754,4
Surabaya,Vasa Hotel Surabaya,Vasa Hotel Surabaya,"Sukomanunggal, Surabaya",112.69888160000004,-7.286153700000001,4
Surabaya,Sheraton Surabaya Hotel and Towers,Sheraton Surabaya Hotel and Towers,"Tegalsari, Surabaya",112.738317,-7.2626,4
Surabaya,Premier Place Surabaya Airport,Premier Place Surabaya Airport,"Gedangan, Surabaya",112.738925,-7.379298,4
Surabaya,Shangri-La Surabaya,Shangri-La Surabaya,"Sawahan, Surabaya",112.7157,-7.2896,4
Surabaya,Garden Palace Hotel Powered by Archipelago,Garden Palace Hotel Powered by Archipelago,"Genteng, Surabaya",112.74650169999995,-7.2638339,4
Surabaya,HARRIS Hotel & Conventions Gubeng,HARRIS Hotel & Conventions Gubeng,"Gubeng, Surabaya",112.7493688650818,-7.272543067789512,4
Surabaya,JW Marriott Hotel Surabaya,JW Marriott Hotel Surabaya,"Tegalsari, Surabaya",112.73484408092042,-7.25965866303062,4
Surabaya,Hotel Ciputra World Surabaya managed by Swiss-Belhotel International,Hotel Ciputra World Surabaya managed by Swiss-Belhotel International,"Sawahan, Surabaya",112.72389850000002,-7.292203900000001,4
Surabaya,Primebiz Hotel Surabaya,Primebiz Hotel Surabaya,"Wonokromo, Surabaya",112.72245399999996,-7.329400999999998,4
Surabaya,The Life Styles Hotel Surabaya,The Life Styles Hotel Surabaya,"Gubeng, Surabaya",112.751004,-7.267114,4
Surabaya,Grand Dafam Signature Surabaya,Grand Dafam Signature Surabaya,"Genteng, Surabaya",112.74940749999996,-7.266701,4
Surabaya,Swiss-Belinn Airport Surabaya,Swiss-Belinn Airport Surabaya,"Gedangan, Surabaya",112.74233099999992,-7.380285,4
Surabaya,Holiday Inn Express SURABAYA CENTERPOINT,Holiday Inn Express SURABAYA CENTERPOINT,"Sawahan, Surabaya",112.730666,-7.263879,4
Surabaya,Bekizaar Hotel Surabaya,Bekizaar Hotel Surabaya,"Genteng, Surabaya",112.741243,-7.2636,4
Surabaya,Royal Tulip Darmo Surabaya,Royal Tulip Darmo Surabaya,"Tegalsari, Surabaya",112.7382145,-7.286353999999999,4
Surabaya,Alimar Premier Hotel,Alimar Premier Hotel,"Mulyorejo, Surabaya",112.781738,-7.271114,4
Surabaya,Hotel Aria Centra Surabaya,Hotel Aria Centra Surabaya,"Genteng, Surabaya",112.74367329999995,-7.267606799999999,4
Surabaya,Swiss-Belinn Manyar Surabaya,Swiss-Belinn Manyar Surabaya,"Mulyorejo, Surabaya",112.770375,-7.28075,4
Surabaya,Surabaya Suites Hotel Powered by Archipelago,Surabaya Suites Hotel Powered by Archipelago,"Genteng, Surabaya",112.748466432095,-7.26367860198551,4
Surabaya,HARRIS Hotel & Conventions Bundaran Satelit Surabaya,HARRIS Hotel & Conventions Bundaran Satelit Surabaya,"Sukomanunggal, Surabaya",112.702544,-7.286392,4
Surabaya,Neo+ Waru Sidoarjo by ASTON,Neo+ Waru Sidoarjo by ASTON,"Waru, Surabaya",112.72902269999996,-7.359070200000001,4
Surabaya,Hotel Gunawangsa MERR,Hotel Gunawangsa MERR,"Rungkut, Surabaya",112.78154821593851,-7.311311225578559,4
Surabaya,ibis budget Surabaya Airport,ibis Budget Surabaya Airport,"Sedati, Surabaya",112.794022,-7.375076,4
Surabaya,POP! Hotel Stasiun Kota Surabaya,POP! Hotel Stasiun Kota Surabaya,"Pabean Cantikan, Surabaya",112.742412,-7.2411942,4
Surabaya,POP! Hotel Diponegoro Surabaya,POP! Hotel Diponegoro Surabaya,"Wonokromo, Surabaya",112.737128,-7.293074,4
Surabaya,Zest Hotel Jemursari,Zest Hotel Jemursari,"Tenggilis Mejoyo, Surabaya",112.75766240000009,-7.3118308,4
Surabaya,Hotel 88 Embong Malang,Hotel 88 Embong Malang,"Tegalsari, Surabaya",112.7336,-7.258329,4
Surabaya,Hotel 88 Embong Kenongo (Kayoon),Hotel 88 Embong Kenongo (Kayoon),"Genteng, Surabaya",112.746429,-7.26569,4
Surabaya,Prime Royal Boutique Hotel Surabaya,Prime Royal Boutique Hotel Surabaya,"Sawahan, Surabaya",112.729788,-7.256423,4
Surabaya,Hotel 88 Kedungsari (Kedungdoro),Hotel 88 Kedungsari (Kedungdoro),"Tegalsari, Surabaya",112.73152124136686,-7.266139727700091,4
Surabaya,Amaris Hotel Embong Malang,Amaris Hotel Embong Malang,"Tegalsari, Surabaya",112.733392,-7.25882,4
Surabaya,The Life Hotels Surabaya City Center,The Life Hotels Surabaya City Center,"Genteng, Surabaya",112.74972461534423,-7.2536588984167825,4
Surabaya,Amaris Hotel Margorejo Surabaya,Amaris Hotel Margorejo Surabaya,"Wonocolo, Surabaya",112.74937595228003,-7.317315063615441,4
Surabaya,Goldvitel Hotel Surabaya,Goldvitel Hotel Surabaya,"Genteng, Surabaya",112.7421671,-7.272566100000001,4
Surabaya,ZOOM Dharmahusada Hotel,ZOOM Dharmahusada Hotel,"Gubeng, Surabaya",112.773186,-7.268642,4
Surabaya,Amaris Hotel Darmo - Surabaya,Amaris Hotel Darmo - Surabaya,"Tegalsari, Surabaya",112.73735001683237,-7.286296504777578,4
Surabaya,Grand Inna Tunjungan,Grand Inna Tunjungan,"Genteng, Surabaya",112.741517,-7.262513,4
Surabaya,Hotel Dafam Pacific Caesar Surabaya,Hotel Dafam Pacific Caesar Surabaya,"Mulyorejo, Surabaya",112.7827949,-7.253993599999999,4
Surabaya,Sumi Hotel Surabaya,Sumi Hotel Surabaya,"Dukuh Pakis, Surabaya",112.70935714244844,-7.28872291949069,4
Surabaya,MaxOneHotels.com @ Dharmahusada - Surabaya,MaxOneHotels.com @ Dharmahusada - Surabaya,"Gubeng, Surabaya",112.771152,-7.267384,4
Surabaya,Yello Hotel Jemursari,Yello Hotel Jemursari,"Tenggilis Mejoyo, Surabaya",112.7540904,-7.3155923,4
Surabaya,D'Carol Hotel Surabaya,D'Carol Hotel Surabaya,"Genteng, Surabaya",112.73002,-7.247072199999998,4
Surabaya,Life Hotel Sudirman Surabaya,Life Hotel Sudirman Surabaya,"Genteng, Surabaya",112.742343,-7.272176,4
Surabaya,Novotel Surabaya - Hotel & Suites,Novotel Surabaya Hotel &amp; Suites,"Wonokromo, Surabaya",112.742909,-7.296002,4
Surabaya,La Lisa Hotel Surabaya,La Lisa Hotel Surabaya,"Gubeng, Surabaya",112.761975,-7.305143,4
Surabaya,BATIQA Hotel Darmo - Surabaya,BATIQA Hotel Darmo - Surabaya,"Wonokromo, Surabaya",112.74061732817232,-7.294285813472827,4
Surabaya,Halogen Hotel Airport Surabaya,Halogen Hotel Airport Surabaya,"Sedati, Surabaya",112.761063,-7.371703,4
Jakarta,Arimbi Pejaten Suites,Arimbi Pejaten Suites,"Ragunan, Jakarta",106.826923,-6.277947,4
Jakarta,The St. Regis Jakarta,The St. Regis Jakarta,"Kuningan, Jakarta",106.827499,-6.206046,5
Jakarta,Ashley Tang Menteng,Ashley Tang Menteng,"Menteng, Jakarta",106.82463213801384,-6.185000808605861,4
Jakarta,Hariston Hotel & Suites,Hariston Hotel & Suites,"Pluit, Jakarta",106.787725,-6.137193,4
Jakarta,Ashley Tanah Abang,Ashley Tanah Abang,"Tanah Abang, Jakarta",106.81736481779473,-6.186250433648075,4
Jakarta,Aloft Jakarta Wahid Hasyim,Aloft Jakarta Wahid Hasyim,"Kebon Sirih, Jakarta",106.827273,-6.186723,4
Jakarta,Mandarin Oriental Jakarta,Mandarin Oriental Jakarta,"Thamrin, Jakarta",106.82364080000002,-6.1961069,4
Jakarta,Swiss-Belinn Kemayoran,Swiss-Belinn Kemayoran,"Kemayoran, Jakarta",106.850211,-6.1493974,4
Jakarta,Grand Tjokro Jakarta,Grand Tjokro Jakarta,"Tanjung Duren, Jakarta",106.78167,-6.165725,4
Bandung,Easton Park Apartment Jatinangor by Diajeng,Easton Park Apartment Jatinangor by Diajeng,"Jatinangor, Bandung",107.76518599999996,-6.9364236,4
Bandung,Dago Heuvel Resort and Villa,Dago Heuvel Resort and Villa,"Mekarsaluyu, Bandung",107.6436917908768,-6.859359176017268,4
